order_id,customer_id,order_date,product_category,quantity,unit_price,discount_percent,customer_age,customer_city,delivery_days,rating,is_returned
1028,253,2023-09-11,Electronics,6,307.33,15,23.0,Novosibirsk,10.0,4,No
1029,236,2023-11-26,Sports,4,103.92,0,,Ekaterinburg,13.0,5,No
1030,345,2023-12-26,Home,7,32.48,0,19.0,SPb,,1,No
1031,49,2023-02-07,Clothing,8,286.39,5,35.0,Moscow,12.0,2,Yes
1032,59,2023-05-14,Electronics,2,327.5,10,,Moscow,10.0,3,No
1033,170,2023-07-19,Sports,7,109.34,5,19.0,Moscow,3.0,5,No
1034,188,2023-01-23,Home,2,280.45,10,29.0,Moscow,,3,No
1035,271,2023-10-30,Home,2,428.96,15,39.0,Novosibirsk,3.0,2,No
1036,190,2023-12-12,Clothing,8,418.36,0,54.0,Moscow ,1.0,5,No
1037,175,2023-10-29,Sports,2,464.04,25,37.0,Moscow ,13.0,5,No
1038,51,2023-12-29,Home,9,186.11,10,56.0,Ekaterinburg,,3,No
1039,364,2023-08-06,Electronics,1,162.43,15,41.0,spb,,2,No
1040,55,2023-05-21,Clothing,9,375.97,0,65.0,Kazan,12.0,1,No
1041,244,2023-04-14,Sports,1,218.4,25,37.0,SPb,5.0,5,No
1042,320,2023-07-29,Clothing,2,48.34,10,18.0,Moscow ,2.0,1,No
1043,131,2023-04-21,Electronics,6,144.99,5,18.0,spb,10.0,2,No
1044,307,2023-04-14,Sports,6,212.2,5,34.0,,14.0,,No
1045,135,2023-11-12,Clothing,1,149.8,5,18.0,,6.0,5,No
1046,21,2023-06-20,Books,7,169.44,15,70.0,Moscow,13.0,1,No
1047,329,2023-12-22,Electronics,8,150.42,5,69.0,MOSCOW,10.0,4,No
1048,167,2023-11-20,Electronics,2,25.54,20,62.0,Moscow ,9.0,1,No
1049,274,2023-05-13,Electronics,8,320.36,0,47.0,Ekaterinburg,1.0,1,No
1050,388,2023-10-20,Books,9,300.66,15,58.0,Kazan,14.0,4,No
1051,89,2023-11-24,Books,6,328.42,25,64.0,Moscow ,13.0,2,No
1052,316,2023-05-07,Home,5,100.19,5,20.0,Ekaterinburg,,2,No
1053,14,2023-04-16,Clothing,9,151.35,0,63.0,MOSCOW,1.0,5,No
1054,242,2023-04-02,Home,9,311.71,10,72.0,Novosibirsk,1.0,3,No
1055,265,2023-10-14,Clothing,1,301.82,5,28.0,Kazan,8.0,3,No
1056,346,2023-02-20,Books,3,255.63,0,41.0,Ekaterinburg,,5,No
1057,53,2023-01-29,Books,9,178.45,20,39.0,spb,14.0,3,Yes
1058,386,2023-10-23,Home,2,456.9,10,61.0,Moscow ,13.0,1,Yes
1059,340,2023-10-24,Sports,4,173.19,20,62.0,Novosibirsk,14.0,1,No
1060,92,2023-08-02,Home,4,230.53,25,43.0,,11.0,4,No
1061,367,2023-09-24,Clothing,2,340.67,0,30.0,,2.0,,No
1062,264,2023-09-14,Home,3,273.8,20,18.0,Ekaterinburg,1.0,5,No
1063,35,2023-10-29,Electronics,3,176.71,25,41.0,MOSCOW,11.0,5,No
1064,206,2023-04-11,Clothing,1,220.64,0,27.0,spb,8.0,5,Yes
1065,81,2023-12-12,Clothing,6,398.27,0,52.0,Moscow ,4.0,1,No
1066,50,2023-04-20,Sports,8,142.67,20,41.0,Kazan,3.0,3,No
1067,360,2023-07-01,Books,3,75.42,0,45.0,Novosibirsk,13.0,5,No
1068,388,2023-11-09,Clothing,5,160.02,5,53.0,MOSCOW,12.0,5,No
1069,2,2023-01-01,Books,1,425.52,0,33.0,Moscow,4.0,,No
1070,390,2023-11-15,Home,7,49.05,15,57.0,SPb,14.0,1,No
1071,54,2023-02-24,Electronics,1,495.89,25,33.0,Kazan,11.0,,No
1072,106,2023-05-29,Sports,9,272.8,0,34.0,MOSCOW,5.0,3,Yes
1073,260,2023-11-05,Books,8,492.5,15,68.0,Novosibirsk,1.0,5,No
1074,310,2023-05-17,Clothing,7,469.8,0,71.0,spb,14.0,2,No
1075,191,2023-07-21,Books,7,229.14,0,,Ekaterinburg,11.0,2,No
1076,218,2023-11-09,Clothing,5,103.25,20,33.0,spb,1.0,5,No
1077,44,2023-04-27,Books,5,86.62,5,32.0,MOSCOW,3.0,5,No
1078,162,2023-06-03,Clothing,5,123.79,25,74.0,Novosibirsk,6.0,5,No
1079,202,2023-10-18,Home,1,356.52,5,51.0,spb,1.0,5,No
1080,270,2023-03-04,Clothing,8,140.11,10,28.0,spb,14.0,3,No
1081,351,2023-09-01,Clothing,1,174.01,20,18.0,,11.0,2,No
1082,304,2023-01-25,Electronics,4,227.15,20,32.0,Moscow ,12.0,4,No
1083,271,2023-03-31,Clothing,9,457.05,5,43.0,MOSCOW,2.0,2,No
1084,215,2023-03-16,Electronics,9,98.75,20,68.0,SPb,12.0,2,No
1085,252,2023-10-21,Sports,5,7.49,5,21.0,MOSCOW,14.0,1,No
1086,190,2023-07-29,Electronics,4,34.75,20,60.0,,7.0,,No
1087,296,2023-12-13,Home,3,452.86,0,22.0,Moscow,14.0,5,Yes
1088,213,2023-01-17,Electronics,3,325.52,5,52.0,SPb,14.0,5,No
1089,208,2023-05-08,Sports,5,140.16,5,30.0,Kazan,1.0,1,No
1090,237,2023-12-30,Home,1,92.71,15,27.0,Kazan,13.0,,No
1091,338,2023-09-08,Books,5,150.66,20,28.0,spb,14.0,3,No
1092,367,2023-06-28,Books,6,61.82,20,,spb,7.0,4,No
1093,53,2023-07-01,Electronics,7,471.06,5,51.0,Ekaterinburg,4.0,3,No
1094,280,2023-06-01,Electronics,9,393.18,0,56.0,Moscow,10.0,3,No
1095,217,2023-01-25,Sports,3,233.88,0,58.0,MOSCOW,14.0,5,No
1096,252,2023-06-29,Sports,2,433.16,25,,Ekaterinburg,,2,No
1097,188,2023-07-17,Clothing,3,128.48,0,67.0,Moscow,14.0,3,No
1098,380,2023-12-10,Sports,9,359.97,20,40.0,SPb,8.0,3,No
1099,41,2023-06-10,Clothing,7,428.79,15,24.0,Kazan,9.0,1,No
1100,157,2023-06-26,Home,9,181.6,5,56.0,spb,6.0,4,No
1101,15,2023-10-12,Electronics,2,379.94,10,20.0,Kazan,12.0,1,No
1102,301,2023-03-04,Home,5,151.06,15,29.0,SPb,11.0,5,Yes
1103,65,2023-05-30,Sports,4,152.93,10,24.0,Ekaterinburg,13.0,2,No
1104,345,2023-06-03,Home,2,57.99,15,66.0,Ekaterinburg,14.0,,No
1105,327,2023-06-05,Home,9,222.83,0,,Novosibirsk,9.0,1,No
1106,9,2023-02-18,Home,9,366.21,20,50.0,,4.0,,No
1107,344,2023-12-03,Sports,6,470.41,10,54.0,spb,6.0,3,No
1108,129,2023-03-25,Home,6,303.88,15,65.0,MOSCOW,8.0,4,No
1109,136,2023-12-27,Clothing,8,432.25,20,32.0,spb,9.0,3,No
1110,63,2023-06-26,Sports,6,412.13,10,19.0,Moscow,3.0,1,No
1111,139,2023-05-28,Home,1,90.8,5,58.0,,2.0,1,No
1112,81,2023-04-28,Sports,4,245.48,15,24.0,SPb,6.0,3,No
1113,392,2023-12-08,Books,7,62.88,5,49.0,Ekaterinburg,4.0,,No
1114,163,2023-03-04,Clothing,2,342.67,0,21.0,Kazan,1.0,5,Yes
1115,289,2023-07-08,Home,9,475.2,5,37.0,Moscow,,2,No
1116,379,2023-12-26,Books,8,72.86,5,,spb,9.0,4,No
1117,261,2023-02-18,Books,8,368.27,25,70.0,MOSCOW,14.0,1,No
1118,231,2023-11-23,Sports,7,317.96,15,53.0,MOSCOW,9.0,4,No
1119,41,2023-09-14,Books,4,293.88,0,49.0,MOSCOW,2.0,5,No
1120,28,2023-08-12,Clothing,2,198.11,5,45.0,Moscow ,9.0,1,Yes
1121,135,2023-05-21,Clothing,3,180.79,20,30.0,Novosibirsk,,5,No
1122,201,2023-08-03,Electronics,6,27.4,10,18.0,Moscow,5.0,5,No
1123,328,2023-07-30,Clothing,5,112.86,5,73.0,Kazan,7.0,3,No
1124,268,2023-11-14,Books,8,12.51,0,,spb,13.0,4,No
1125,33,2023-02-01,Clothing,6,292.8,5,65.0,Kazan,9.0,4,No
1126,48,2023-06-07,Sports,6,57.4,10,47.0,Kazan,8.0,3,No
1127,62,2023-10-12,Electronics,1,437.14,0,71.0,spb,6.0,4,Yes
1128,216,2023-11-01,Books,4,263.96,15,53.0,Kazan,13.0,3,No
1129,293,2023-10-13,Electronics,5,351.35,0,74.0,,4.0,1,No
1130,99,2023-05-24,Books,3,208.37,15,72.0,SPb,13.0,5,No
1131,172,2023-01-19,Sports,9,282.49,0,42.0,Novosibirsk,1.0,5,No
1132,360,2023-01-18,Electronics,1,471.62,10,33.0,Moscow ,6.0,,No
1133,214,2023-09-14,Home,6,45.95,10,36.0,Kazan,3.0,2,Yes
1134,35,2023-03-19,Books,6,130.7,0,18.0,Kazan,6.0,5,No
1135,227,2023-06-24,Home,5,391.09,5,22.0,Ekaterinburg,6.0,3,No
1136,101,2023-07-13,Electronics,5,53.87,10,68.0,Novosibirsk,14.0,2,No
1137,131,2023-04-23,Home,5,42.45,15,39.0,Moscow,4.0,2,No
1138,257,2023-04-24,Home,6,183.96,15,41.0,Novosibirsk,2.0,5,No
1139,5,2023-08-10,Electronics,8,50.62,20,,Novosibirsk,9.0,5,No
1140,218,2023-06-15,Sports,2,294.61,25,,spb,2.0,5,No
1141,255,2023-11-15,Home,6,117.01,25,69.0,spb,3.0,3,No
1142,398,2023-05-12,Home,1,448.37,25,54.0,spb,10.0,2,No
1143,359,2023-09-21,Sports,4,392.83,15,70.0,Moscow ,,4,No
1144,283,2023-02-24,Home,3,351.35,20,53.0,MOSCOW,7.0,3,No
1145,393,2023-12-25,Home,9,310.39,25,53.0,Novosibirsk,1.0,1,No
1146,207,2023-05-11,Home,3,432.42,25,21.0,Moscow ,11.0,5,No
1147,15,2023-10-15,Clothing,6,115.42,0,,Kazan,9.0,2,No
1148,346,2023-09-23,Sports,1,437.19,0,69.0,spb,11.0,3,Yes
1149,42,2023-06-11,Home,6,395.8,0,,Kazan,11.0,1,No
1150,380,2023-03-28,Sports,4,375.34,5,35.0,spb,1.0,3,No
1151,179,2023-02-24,Books,8,282.82,25,67.0,SPb,5.0,3,No
1152,63,2023-10-15,Books,9,126.89,5,33.0,Moscow ,7.0,,No
1153,352,2023-06-27,Home,4,214.66,20,58.0,Moscow ,3.0,4,No
1154,231,2023-12-15,Sports,6,397.82,15,35.0,MOSCOW,,3,No
1155,241,2023-01-08,Sports,1,20.73,25,39.0,Moscow,8.0,1,No
1156,52,2023-11-17,Sports,4,392.12,15,19.0,Ekaterinburg,13.0,2,No
1157,96,2023-11-09,Clothing,7,123.84,0,38.0,Novosibirsk,3.0,2,No
1158,388,2023-09-04,Books,1,76.43,25,,,5.0,5,No
1159,222,2023-11-19,Sports,8,62.27,10,61.0,Moscow ,7.0,5,No
1160,231,2023-09-12,Sports,6,18.49,5,56.0,Moscow,12.0,2,No
1161,237,2023-11-24,Clothing,5,264.18,5,64.0,SPb,14.0,3,No
1162,143,2023-02-23,Clothing,9,113.04,25,56.0,Ekaterinburg,4.0,3,No
1163,171,2023-09-06,Sports,2,494.77,0,46.0,MOSCOW,5.0,4,No
1164,29,2023-08-27,Electronics,5,289.35,5,71.0,Moscow ,3.0,,No
1165,36,2023-08-17,Sports,6,73.25,0,43.0,Moscow ,9.0,5,No
1166,13,2023-03-08,Sports,7,345.94,20,38.0,Novosibirsk,999.0,2,No
1167,160,2023-02-20,Clothing,5,449.38,15,34.0,MOSCOW,9.0,3,No
1168,327,2023-04-07,Clothing,9,373.86,10,33.0,MOSCOW,7.0,2,No
1169,187,2023-04-02,Sports,1,42.84,15,48.0,spb,10.0,1,No
1170,243,2023-09-21,Sports,7,448.46,15,68.0,Ekaterinburg,2.0,2,No
1171,86,2023-10-18,Sports,7,398.0,20,26.0,SPb,7.0,1,No
1172,284,2023-04-06,Clothing,4,83.36,5,48.0,Kazan,7.0,4,No
1173,66,2023-03-29,Sports,9,30.63,10,,Moscow,11.0,4,No
1174,170,2023-03-19,Sports,5,280.87,5,66.0,MOSCOW,5.0,5,No
1175,45,2023-10-15,Home,4,82.24,25,54.0,Novosibirsk,9.0,2,No
1176,62,2023-04-30,Electronics,7,418.12,15,19.0,Moscow ,13.0,2,No
1177,134,2023-10-29,Books,4,182.38,25,69.0,Kazan,12.0,1,Yes
1178,284,2023-06-14,Electronics,3,456.88,0,65.0,SPb,11.0,4,Yes
1179,28,2023-07-01,Home,9,285.02,15,63.0,Ekaterinburg,3.0,1,No
1180,108,2023-08-11,Books,8,95.42,5,31.0,MOSCOW,4.0,4,No
1181,44,2023-11-07,Sports,1,74.1,15,,Moscow,1.0,1,No
1182,340,2023-01-07,Home,7,290.35,0,,MOSCOW,,4,No
1183,286,2023-11-26,Sports,9,382.13,20,56.0,Novosibirsk,4.0,1,Yes
1184,331,2023-09-20,Clothing,8,391.85,25,64.0,MOSCOW,1.0,,No
1185,128,2023-06-10,Home,8,141.5,25,68.0,MOSCOW,2.0,1,No
1186,348,2023-05-31,Clothing,6,106.1,5,37.0,MOSCOW,3.0,2,No
1187,231,2023-03-26,Home,4,13.29,15,19.0,Moscow ,9.0,5,No
1188,190,2023-05-27,Home,8,341.2,5,68.0,,13.0,1,No
1189,225,2023-04-22,Clothing,3,42.9,20,58.0,Kazan,8.0,5,No
1190,385,2023-02-05,Books,9,213.28,15,36.0,Kazan,7.0,,No
1191,377,2023-10-12,Electronics,2,302.83,15,54.0,Moscow,13.0,2,No
1192,283,2023-07-07,Sports,2,468.87,5,35.0,Ekaterinburg,11.0,4,No
1193,121,2023-03-23,Home,7,159.34,5,33.0,SPb,12.0,5,No
1194,116,2023-01-02,Sports,4,128.64,0,21.0,spb,14.0,3,No
1195,233,2023-10-30,Clothing,8,328.81,20,29.0,Ekaterinburg,4.0,4,No
1196,259,2023-07-16,Sports,9,311.52,0,46.0,Ekaterinburg,1.0,5,No
1197,359,2023-01-11,Clothing,7,169.39,25,24.0,Ekaterinburg,8.0,1,No
1198,198,2023-08-22,Sports,5,464.41,15,31.0,spb,4.0,1,No
1199,137,2023-07-14,Electronics,8,423.21,5,72.0,Moscow,3.0,2,No
1200,318,2023-04-29,Electronics,4,115.87,15,29.0,spb,,3,Yes
1201,165,2023-01-20,Electronics,2,123.38,15,52.0,Moscow,10.0,1,No
1202,225,2023-09-18,Electronics,6,258.59,10,22.0,spb,4.0,5,No
1203,307,2023-10-20,Electronics,9,387.92,25,34.0,,4.0,5,No
1204,234,2023-09-13,Electronics,1,26.8,10,59.0,MOSCOW,14.0,1,No
1205,172,2023-08-10,Clothing,7,348.2,15,49.0,Ekaterinburg,9.0,5,No
1206,152,2023-08-14,Home,9,325.88,5,27.0,MOSCOW,13.0,,No
1207,315,2023-02-22,Sports,9,119.58,15,60.0,Moscow,12.0,2,No
1208,374,2023-12-21,Electronics,3,342.27,25,34.0,spb,11.0,3,No
1209,160,2023-12-08,Clothing,5,470.39,10,22.0,SPb,12.0,2,No
1210,96,2023-12-30,Clothing,8,28.16,5,,,14.0,3,No
1211,233,2023-10-07,Clothing,8,163.23,15,59.0,MOSCOW,,5,No
1212,180,2023-03-22,Home,4,221.9,20,26.0,Moscow ,14.0,3,No
1213,113,2023-07-21,Sports,1,450.13,25,,SPb,12.0,5,No
1214,318,2023-06-07,Home,1,481.32,25,50.0,Ekaterinburg,5.0,5,No
1215,52,2023-04-30,Books,4,224.84,20,53.0,Novosibirsk,4.0,2,No
1216,268,2023-02-28,Clothing,6,376.26,15,53.0,,9.0,2,No
1217,295,2023-08-03,Books,8,268.17,25,35.0,Novosibirsk,12.0,4,No
1218,386,2023-05-08,Electronics,6,271.2,5,26.0,SPb,5.0,1,No
1219,387,2023-08-12,Electronics,9,142.66,15,74.0,Moscow ,9.0,,No
1220,113,2023-07-28,Home,9,112.39,15,46.0,MOSCOW,11.0,4,No
1221,101,2023-04-25,Sports,2,147.56,10,67.0,Moscow ,9.0,3,No
1222,113,2023-07-28,Books,1,280.38,25,31.0,Moscow,14.0,5,No
1223,81,2023-01-14,Sports,2,19.43,25,42.0,Moscow ,2.0,5,No
1224,187,2023-01-09,Home,5,454.09,20,32.0,Kazan,14.0,5,No
1225,113,2023-02-09,Electronics,4,82.36,10,23.0,SPb,,1,No
1226,2,2023-08-25,Sports,4,113.94,10,73.0,MOSCOW,3.0,3,No
1227,130,2023-10-08,Sports,9,261.55,25,59.0,MOSCOW,4.0,3,No
1228,220,2023-12-25,Electronics,8,356.51,15,,Moscow,,5,Yes
1229,54,2023-07-20,Books,6,52.39,10,32.0,MOSCOW,14.0,4,No
1230,343,2023-09-03,Electronics,1,162.26,20,46.0,Moscow ,1.0,1,No
1231,224,2023-10-05,Sports,2,484.49,10,21.0,SPb,1.0,4,Yes
1232,225,2023-08-23,Books,6,134.86,20,35.0,Ekaterinburg,9.0,2,No
1233,385,2023-01-04,Books,2,159.96,10,67.0,Moscow ,11.0,3,No
1234,126,2023-06-03,Electronics,5,419.07,20,74.0,spb,8.0,3,No
1235,130,2023-01-29,Sports,5,29.86,10,66.0,Novosibirsk,5.0,4,No
1236,53,2023-04-19,Home,6,234.98,10,61.0,SPb,5.0,1,No
1237,172,2023-04-08,Sports,6,192.91,5,56.0,MOSCOW,9.0,3,No
1238,218,2023-08-03,Clothing,6,161.71,20,33.0,Moscow,,4,No
1239,160,2023-10-20,Home,2,146.42,20,28.0,Ekaterinburg,3.0,1,No
1240,198,2023-03-16,Books,3,50.23,20,31.0,Kazan,7.0,4,No
1241,247,2023-11-22,Home,6,160.84,0,20.0,Ekaterinburg,9.0,1,No
1242,324,2023-05-26,Books,8,26.31,10,68.0,Moscow ,6.0,5,No
1243,203,2023-05-08,Books,1,391.58,20,67.0,Novosibirsk,14.0,1,No
1244,184,2023-12-07,Home,1,202.12,25,59.0,Ekaterinburg,,2,No
1245,123,2023-02-11,Books,2,224.73,0,55.0,,1.0,5,No
1246,255,2023-12-22,Books,6,447.33,5,,,2.0,4,No
1247,294,2023-02-10,Clothing,9,330.74,20,59.0,Moscow,14.0,5,No
1248,280,2023-02-03,Sports,4,8.99,20,35.0,SPb,14.0,,Yes
1249,325,2023-01-17,Sports,3,471.87,0,37.0,Novosibirsk,1.0,4,No
1250,372,2023-06-14,Clothing,8,122.39,10,65.0,Kazan,10.0,4,No
1251,98,2023-06-02,Home,9,58.27,25,42.0,MOSCOW,10.0,2,No
1252,198,2023-03-17,Electronics,5,385.22,5,74.0,Moscow ,9.0,4,No
1253,395,2023-03-28,Electronics,9,252.74,20,55.0,Moscow ,10.0,,No
1254,240,2023-04-27,Electronics,2,219.72,10,30.0,Moscow ,12.0,3,No
1255,144,2023-12-28,Clothing,3,128.5,25,,MOSCOW,14.0,2,No
1256,97,2023-12-08,Clothing,7,276.0,25,,MOSCOW,13.0,1,No
1257,201,2023-01-27,Books,7,140.82,5,31.0,Novosibirsk,8.0,1,No
1258,124,2023-11-09,Electronics,6,451.28,15,50.0,Ekaterinburg,,3,No
1259,187,2023-10-14,Home,6,111.53,25,45.0,Novosibirsk,,4,No
1260,326,2023-05-14,Home,2,442.76,15,69.0,Moscow ,8.0,,Yes
1261,349,2023-08-07,Electronics,6,281.91,25,,spb,2.0,1,No
1262,259,2023-06-17,Electronics,4,415.1,5,25.0,Kazan,2.0,1,No
1263,148,2023-04-08,Electronics,3,357.86,0,,SPb,11.0,5,Yes
1264,252,2023-09-25,Clothing,2,349.86,5,51.0,SPb,10.0,3,No
1265,346,2023-08-25,Clothing,1,165.55,5,61.0,Novosibirsk,3.0,4,No
1266,147,2023-11-05,Clothing,5,120.78,0,22.0,Moscow ,7.0,2,No
1267,148,2023-06-22,Sports,2,109.39,0,71.0,MOSCOW,,1,No
1268,352,2023-07-09,Home,2,429.31,10,22.0,Moscow,8.0,5,No
1269,199,2023-05-02,Home,7,411.11,25,48.0,spb,12.0,3,No
1270,308,2023-02-15,Books,8,223.08,10,,Novosibirsk,7.0,3,No
1271,128,2023-03-05,Clothing,8,70.54,0,26.0,,4.0,2,No
1272,39,2023-05-10,Sports,4,194.21,15,59.0,Ekaterinburg,14.0,1,No
1273,338,2023-11-06,Sports,1,311.58,15,49.0,SPb,5.0,2,No
1274,360,2023-12-29,Home,7,229.93,5,50.0,SPb,10.0,2,No
1275,129,2023-07-12,Clothing,1,391.19,20,20.0,spb,13.0,5,Yes
1276,267,2023-11-03,Books,4,498.82,5,47.0,SPb,1.0,3,No
1277,151,2023-06-30,Clothing,8,99.61,5,67.0,Moscow,4.0,4,No
1278,298,2023-10-19,Electronics,2,232.53,20,29.0,Moscow ,1.0,3,No
1279,99,2023-10-09,Clothing,6,218.34,25,46.0,Moscow ,1.0,3,Yes
1280,263,2023-01-29,Electronics,6,155.72,0,20.0,spb,10.0,5,No
1281,252,2023-05-29,Electronics,9,103.06,15,43.0,Moscow ,1.0,4,No
1282,144,2023-09-24,Books,5,37.52,5,74.0,MOSCOW,7.0,1,No
1283,346,2023-10-23,Home,4,444.12,20,47.0,spb,7.0,4,No
1284,112,2023-01-11,Clothing,5,212.83,10,26.0,Moscow ,4.0,1,Yes
1285,60,2023-06-13,Electronics,5,250.96,5,43.0,,13.0,4,No
1286,369,2023-04-23,Clothing,8,458.89,15,19.0,Kazan,12.0,2,No
1287,2,2023-07-06,Home,8,389.26,0,,Novosibirsk,2.0,4,No
1288,385,2023-10-22,Home,2,69.6,5,63.0,Novosibirsk,12.0,5,No
1289,304,2023-08-20,Sports,7,284.88,5,21.0,Moscow ,3.0,1,Yes
1290,254,2023-08-15,Home,8,223.91,25,42.0,Ekaterinburg,8.0,3,No
1291,140,2023-11-06,Books,6,399.62,20,68.0,SPb,13.0,5,No
1292,37,2023-04-08,Electronics,5,363.5,10,30.0,,,1,Yes
1293,160,2023-02-24,Sports,9,346.75,10,56.0,Ekaterinburg,11.0,1,No
1294,9,2023-04-21,Books,3,173.57,0,61.0,MOSCOW,11.0,3,No
1295,233,2023-06-01,Clothing,4,403.46,15,52.0,Ekaterinburg,6.0,2,No
1296,99,2023-09-03,Electronics,9,30.93,0,72.0,Moscow ,10.0,,No
1297,147,2023-03-10,Home,6,84.01,5,40.0,Moscow,9.0,3,Yes
1298,304,2023-11-08,Electronics,8,171.13,5,26.0,Novosibirsk,11.0,3,No
1299,208,2023-10-16,Clothing,7,43.02,10,19.0,SPb,,2,No
1300,131,2023-09-07,Sports,2,121.32,15,71.0,Novosibirsk,9.0,5,No
1301,152,2023-02-05,Sports,3,415.92,20,,Ekaterinburg,4.0,3,No
1302,54,2023-08-27,Sports,1,474.38,15,61.0,MOSCOW,12.0,2,No
1303,120,2023-05-28,Home,9,155.78,5,48.0,SPb,1.0,5,No
1304,161,2023-08-15,Books,7,135.94,20,61.0,Kazan,1.0,4,Yes
1305,116,2023-09-01,Books,1,143.55,15,64.0,Ekaterinburg,12.0,1,No
1306,75,2023-12-03,Electronics,3,142.47,15,19.0,Novosibirsk,10.0,2,No
1307,113,2023-12-31,Home,4,22.79,20,49.0,Novosibirsk,5.0,1,No
1308,104,2023-07-20,Sports,4,463.82,5,35.0,Moscow ,14.0,4,No
1309,340,2023-06-03,Sports,5,110.78,15,30.0,Novosibirsk,13.0,3,No
1310,254,2023-03-14,Clothing,3,212.9,20,63.0,Moscow,2.0,3,No
1311,227,2023-07-20,Clothing,3,9.8,25,22.0,Ekaterinburg,,5,No
1312,112,2023-10-23,Sports,1,429.69,25,59.0,spb,7.0,2,No
1313,99,2023-01-17,Sports,7,366.92,5,61.0,spb,1.0,2,Yes
1314,153,2023-05-09,Home,1,473.64,20,27.0,MOSCOW,6.0,5,No
1315,349,2023-08-05,Books,2,391.9,25,73.0,SPb,8.0,1,No
1316,384,2023-03-02,Clothing,4,160.28,20,60.0,Novosibirsk,12.0,3,Yes
1317,366,2023-04-14,Books,4,127.7,15,42.0,Moscow ,5.0,3,No
1318,338,2023-02-11,Home,5,350.37,5,,Moscow ,14.0,2,No
1319,194,2023-01-25,Sports,2,185.24,25,54.0,Novosibirsk,12.0,2,No
1320,310,2023-02-08,Books,4,285.28,15,47.0,Moscow,7.0,5,No
1321,163,2023-10-18,Sports,1,8.1,0,24.0,Moscow ,10.0,4,No
1322,208,2023-05-11,Sports,2,35.63,0,23.0,spb,6.0,1,Yes
1323,169,2023-08-17,Electronics,1,270.01,5,71.0,,4.0,,No
1324,161,2023-04-18,Books,4,285.21,25,,Ekaterinburg,7.0,4,No
1325,68,2023-06-21,Books,4,376.97,25,20.0,Kazan,10.0,2,No
1326,289,2023-04-12,Sports,7,70.32,25,30.0,Moscow,9.0,2,No
1327,398,2023-12-20,Home,9,259.03,20,20.0,,10.0,2,No
1328,277,2023-01-12,Electronics,9,101.25,15,43.0,MOSCOW,10.0,4,No
1329,304,2023-10-02,Sports,5,51.13,25,74.0,Moscow ,13.0,1,Yes
1330,384,2023-04-11,Clothing,1,208.2,15,41.0,Ekaterinburg,7.0,2,No
1331,392,2023-02-13,Clothing,1,85.85,5,70.0,Kazan,,3,No
1332,135,2023-11-01,Electronics,6,114.78,25,23.0,MOSCOW,14.0,1,No
1333,195,2023-01-17,Home,2,162.19,5,60.0,Novosibirsk,5.0,3,No
1334,128,2023-11-26,Sports,8,133.4,25,66.0,,7.0,,Yes
1335,33,2023-02-26,Books,9,48.36,0,59.0,SPb,3.0,,No
